id_pedido,data,hora,dia_semana,loja,categoria_loja,produto,complexidade_preparo,horario_pico,pedidos_hora_loja,tempo_preparo_min,tempo_entrega_min,distancia_km,quantidade,valor_unitario,valor_total,taxa_entrega,desconto,valor_final,forma_pagamento,status_pedido,regiao_entrega,cliente_gostou
936,2025-02-11,14:30,Tuesday,Sushi Express,Japonesa,Sushi Combo,Alta,Não,25,57,67.0,6.63,3,77.99,233.97,8.65,24.22,218.4,Cartão Crédito,Entregue,,Não
2140,2025-03-13,11:56,Thursday,Churras Grill,Churrasco,Espetinho,Alta,Sim,31,54,81.0,7.07,4,41.53,166.12,8.37,28.53,145.96,Cartão Débito,Cancelado,Zona Leste,Sim
1089,2025-06-16,22:21,Monday,Mercado Fácil,Mercado,Leite,Média,Não,9,26,63.0,11.78,1,17.14,17.14,3.08,21.39,-1.17,Dinheiro,Em Transporte,Zona Leste,Sim
8440,2025-04-09,18:44,Wednesday,Mercado Fácil,Mercado,Arroz,Média,Sim,76,34,45.0,2.01,4,14.59,58.36,2.34,5.15,55.55,Pix,Cancelado,Zona Sul,Sim
881,2025-02-28,22:51,Friday,Mercado Fácil,Mercado,Macarrão,Média,Não,8,23,38.0,12.12,2,18.82,37.64,12.1,0.71,49.03,Vale Refeição,Entregue,Zona Oeste,Sim
544,2025-04-11,17:52,Friday,Sushi Express,Japonesa,Yakissoba,Alta,Não,10,36,63.0,8.39,4,35.67,142.68,19.81,22.73,139.76,Cartão Débito,Cancelado,Zona Norte,Sim
7220,2025-05-25,08:31,Sunday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,11,51,77.0,7.9,4,19.78,79.12,10.91,16.03,74.0,Pix,Cancelado,Centro,Sim
2386,2025-01-05,14:13,Sunday,Pizza Mania,Pizzaria,Lasanha,Alta,Não,14,36,56.0,14.73,1,53.34,53.34,13.9,26.8,40.44,Cartão Crédito,Cancelado,Zona Oeste,Sim
3435,2025-03-13,22:50,Thursday,Farmácia Vida,Farmácia,Shampoo,Baixa,Não,14,22,41.0,5.22,5,37.12,185.6,15.57,23.73,177.44,Cartão Débito,Entregue,Zona Sul,Sim
6015,2025-04-12,23:38,Saturday,Pastel do Centro,Lanches,Pastel Queijo,Baixa,Não,15,16,32.0,11.88,4,70.9,283.6,11.45,19.45,275.6,Vale Refeição,Cancelado,Zona Sul,Sim
9685,2025-06-18,18:27,Wednesday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Sim,32,42,62.0,12.32,5,43.22,216.1,5.78,18.0,203.88,Dinheiro,Entregue,Zona Norte,Sim
1245,2025-05-14,12:33,Wednesday,Mercado Fácil,Mercado,Leite,Média,Sim,77,23,59.0,9.53,5,12.21,61.05,8.82,17.51,52.36,Pix,Entregue,Zona Sul,Não
1966,2025-03-13,20:51,Thursday,Burger House,Hamburgueria,Combo Burger,Média,Sim,68,40,55.0,9.33,3,84.29,252.87,17.5,10.75,259.62,Cartão Crédito,Entregue,Zona Norte,Sim
1247,2025-05-14,20:33,Wednesday,Fit Green,Saudável,Wrap Frango,Média,Sim,36,22,37.0,2.6,2,60.33,120.66,10.06,22.56,108.16,Pix,Em Transporte,Zona Norte,Não
3475,2025-01-14,20:42,Tuesday,Sushi Express,Japonesa,Hot Roll,Alta,Sim,30,70,87.0,7.76,1,60.4,60.4,4.86,13.04,52.22,Cartão Débito,Em Transporte,Zona Sul,Não
4983,2025-04-20,23:22,Sunday,Mercado Fácil,Mercado,Macarrão,Média,Não,10,32,50.0,7.88,2,43.88,87.76,9.94,21.29,76.41,Cartão Débito,Entregue,Zona Sul,Sim
5981,2025-02-19,10:35,Wednesday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Não,9,5,25.0,11.97,5,12.25,61.25,10.9,22.02,50.13,Dinheiro,Em Transporte,Zona Oeste,Sim
4257,2025-01-17,12:50,Friday,Burger House,Hamburgueria,Milk Shake,Média,Sim,47,28,49.0,7.51,1,38.78,38.78,6.15,12.23,32.7,Dinheiro,Entregue,Zona Norte,Sim
2889,2025-05-14,17:54,Wednesday,Burger House,Hamburgueria,Batata Frita,Média,Não,18,31,64.0,8.1,3,55.95,167.85,14.15,17.63,164.37,Vale Refeição,Cancelado,,Sim
5900,2025-05-02,14:07,Friday,Doce Sabor,Sobremesas,Pudim,Baixa,Não,9,16,40.0,12.2,2,26.29,52.58,17.93,9.41,61.1,Pix,Em Transporte,Zona Norte,Sim
8698,2025-01-30,19:36,Thursday,Churras Grill,Churrasco,Costela,Alta,Sim,66,61,129.0,1.0,4,80.54,322.16,14.92,26.7,310.38,Pix,Em Transporte,Zona Leste,Não
8909,2025-03-08,20:10,Saturday,Sushi Express,Japonesa,Sushi Combo,Alta,Sim,77,59,116.0,5.64,4,22.55,90.2,17.86,6.15,101.91,Vale Refeição,Entregue,Zona Leste,Não
6956,2025-05-16,19:02,Friday,Farmácia Vida,Farmácia,Sabonete,Baixa,Sim,76,8,46.0,2.58,4,22.61,90.44,13.55,8.29,95.7,,Em Transporte,Centro,Não
5370,2025-06-28,12:09,Saturday,Mercado Fácil,Mercado,Leite,Média,Sim,62,38,63.0,2.01,3,25.29,75.87,8.01,4.63,79.25,Vale Refeição,Entregue,Zona Norte,Sim
8425,2025-03-17,19:28,Monday,Pizza Mania,Pizzaria,Lasanha,Alta,Sim,80,67,147.0,5.07,3,50.41,151.23,7.77,3.93,155.07,Pix,Em Transporte,Zona Norte,Não
8717,2025-05-26,17:56,Monday,Fit Green,Saudável,Salada,Média,Não,13,40,52.0,9.97,4,9.87,39.48,3.62,9.86,33.24,Vale Refeição,Entregue,Centro,Sim
9231,2025-05-25,23:12,Sunday,Pizza Mania,Pizzaria,Lasanha,Alta,Não,14,36,51.0,11.3,5,55.56,277.8,4.03,23.91,257.92,Dinheiro,Entregue,Zona Norte,Sim
8740,2025-04-17,10:38,Thursday,Sushi Express,Japonesa,Hot Roll,Alta,Não,20,40,73.0,11.9,2,71.83,143.66,12.85,0.06,156.45,Vale Refeição,Entregue,Centro,Sim
9179,2025-05-08,12:04,Thursday,Sushi Express,Japonesa,Hot Roll,Alta,Sim,78,69,135.0,8.73,5,39.07,195.35,10.7,21.57,184.48,Cartão Crédito,Cancelado,Zona Oeste,Sim
6331,2025-06-03,22:20,Tuesday,Café Aroma,Cafeteria,Café Expresso,Baixa,Não,9,11,48.0,2.21,3,70.16,210.48,7.35,6.27,211.56,Vale Refeição,Entregue,Zona Leste,Sim
7829,2025-03-01,14:24,Saturday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,15,58,91.0,2.94,2,39.87,79.74,13.89,7.32,86.31,,Entregue,Centro,Sim
6400,2025-06-29,22:13,Sunday,Doce Sabor,Sobremesas,Brownie,Baixa,Não,22,22,32.0,3.08,2,62.2,124.4,15.78,15.28,124.9,Cartão Crédito,Entregue,Centro,Sim
4738,2025-04-12,16:45,Saturday,Burger House,Hamburgueria,Batata Frita,Média,Não,17,31,63.0,7.98,4,40.63,162.52,15.66,10.8,167.38,Cartão Crédito,Em Transporte,Zona Leste,Sim
2837,2025-01-02,16:23,Thursday,Café Aroma,Cafeteria,Cappuccino,Baixa,Não,25,21,60.0,7.89,5,19.09,95.45,12.69,5.89,102.25,Cartão Débito,Cancelado,Zona Oeste,Sim
3157,2025-01-18,16:46,Saturday,Mercado Fácil,Mercado,Macarrão,Média,Não,12,23,44.0,12.52,2,84.63,169.26,12.54,20.52,161.28,Dinheiro,Em Transporte,Zona Sul,Sim
8073,2025-01-23,19:14,Thursday,Farmácia Vida,Farmácia,Vitamina C,Baixa,Sim,73,12,28.0,8.4,5,34.07,170.35,15.24,20.57,165.02,Cartão Débito,Cancelado,Zona Oeste,Sim
8519,2025-02-08,10:16,Saturday,Churras Grill,Churrasco,Churrasco Premium,Alta,Não,16,47,84.0,8.19,5,34.33,171.65,18.52,1.61,188.56,Pix,Em Transporte,Zona Oeste,Sim
6284,2025-05-12,19:35,Monday,Mercado Fácil,Mercado,Macarrão,Média,Sim,69,20,,14.28,1,42.58,42.58,19.16,13.19,48.55,Cartão Crédito,Entregue,Zona Oeste,Sim
2500,2025-05-07,17:27,Wednesday,Sushi Express,Japonesa,Hot Roll,Alta,Não,13,55,71.0,7.02,2,16.08,32.16,17.32,17.41,32.07,Cartão Débito,Em Transporte,Zona Sul,Sim
6328,2025-05-11,12:19,Sunday,Burger House,Hamburgueria,Milk Shake,Média,Sim,36,35,63.0,6.37,3,38.79,116.37,3.7,23.85,96.22,Cartão Crédito,Em Transporte,Zona Sul,Sim
9616,2025-05-01,17:55,Thursday,Fit Green,Saudável,Wrap Frango,Média,Não,18,39,52.0,12.57,2,10.35,20.7,7.64,28.79,-0.45,Cartão Débito,Entregue,Centro,Sim
6708,2025-05-09,19:35,Friday,Doce Sabor,Sobremesas,Brownie,Baixa,Sim,40,13,48.0,8.23,2,11.73,23.46,19.08,15.1,27.44,Cartão Crédito,Em Transporte,Zona Norte,Não
9811,2025-02-22,19:54,Saturday,Churras Grill,Churrasco,Costela,Alta,Sim,66,48,89.0,13.71,4,8.17,32.68,15.15,16.94,30.89,Vale Refeição,Em Transporte,Zona Norte,Sim
5807,2025-04-15,20:28,Tuesday,Sushi Express,Japonesa,Hot Roll,Alta,Sim,36,46,64.0,1.38,5,30.2,151.0,10.17,9.68,151.49,Dinheiro,Em Transporte,Zona Leste,Sim
4521,2025-04-19,18:06,Saturday,Doce Sabor,Sobremesas,Açaí,Baixa,Sim,39,23,41.0,13.64,4,23.21,92.84,8.11,6.72,94.23,Pix,Em Transporte,Zona Sul,Sim
4712,2025-06-18,12:54,Wednesday,Doce Sabor,Sobremesas,Pudim,Baixa,Sim,72,20,40.0,12.17,1,46.03,46.03,7.85,3.87,50.01,Dinheiro,Cancelado,Zona Oeste,Sim
375,2025-04-16,15:11,Wednesday,Farmácia Vida,Farmácia,Sabonete,Baixa,Não,24,6,35.0,6.86,2,66.81,133.62,1.76,24.79,110.59,Dinheiro,Entregue,Zona Norte,Sim
3284,2025-05-30,17:07,Friday,Burger House,Hamburgueria,Milk Shake,Média,Não,20,43,75.0,12.23,2,78.87,157.74,12.48,1.88,168.34,Vale Refeição,Em Transporte,Zona Leste,Sim
2829,2025-03-28,19:34,Friday,Sushi Express,Japonesa,Sushi Combo,Alta,Sim,78,63,124.0,4.18,3,38.7,116.1,1.88,5.12,112.86,Vale Refeição,Em Transporte,Zona Norte,Não
9785,2025-02-15,23:07,Saturday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Não,20,49,84.0,7.48,4,25.1,100.4,17.21,0.65,116.96,Cartão Crédito,Entregue,Zona Oeste,Não
2112,2025-03-06,20:11,Thursday,Sushi Express,Japonesa,Temaki,Alta,Sim,55,65,123.0,14.55,2,89.92,179.84,19.9,9.39,190.35,Cartão Débito,Entregue,Zona Norte,Não
7737,2025-02-11,23:21,Tuesday,Doce Sabor,Sobremesas,Açaí,Baixa,Não,11,8,34.0,2.09,5,77.57,387.85,19.89,24.45,383.29,Cartão Débito,Cancelado,Zona Oeste,Não
9637,2025-03-29,14:17,Saturday,Churras Grill,Churrasco,Espetinho,Alta,Não,15,52,84.0,7.82,3,23.01,69.03,18.32,29.72,57.63,Pix,Em Transporte,Zona Norte,Não
5216,2025-04-08,23:22,Tuesday,Farmácia Vida,Farmácia,Shampoo,Baixa,Não,5,20,41.0,14.05,1,89.55,89.55,5.37,24.79,70.13,Cartão Crédito,Cancelado,Zona Leste,Sim
406,2025-06-21,19:01,Saturday,Doce Sabor,Sobremesas,Açaí,Baixa,Sim,35,9,46.0,4.39,3,85.8,257.4,3.21,15.02,245.59,Dinheiro,Entregue,Centro,Sim
156,2025-04-25,19:25,Friday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Sim,59,23,55.0,2.2,5,20.36,101.8,9.66,8.86,102.6,Cartão Crédito,Cancelado,Zona Sul,Não
7390,2025-06-07,23:32,Saturday,Sushi Express,Japonesa,Yakissoba,Alta,Não,14,46,69.0,10.67,1,57.27,57.27,0.08,25.54,31.81,Cartão Débito,Cancelado,Zona Leste,Sim
3990,2025-04-13,12:39,Sunday,Fit Green,Saudável,Sanduíche Natural,Média,Sim,43,21,31.0,5.07,4,25.12,100.48,18.01,28.72,89.77,Vale Refeição,Cancelado,Zona Norte,Sim
645,2025-02-14,21:43,Friday,Farmácia Vida,Farmácia,Shampoo,Baixa,Sim,50,23,37.0,13.98,2,28.5,57.0,3.99,9.15,51.84,Vale Refeição,Em Transporte,Zona Norte,Sim
3588,2025-06-08,12:50,Sunday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Sim,72,43,106.0,7.89,2,78.6,157.2,19.36,5.49,171.07,Dinheiro,Em Transporte,Zona Norte,Sim
1130,2025-01-25,10:00,Saturday,Farmácia Vida,Farmácia,Shampoo,Baixa,Não,6,23,34.0,8.78,4,76.79,307.16,4.89,19.12,292.93,Vale Refeição,Em Transporte,Zona Sul,Sim
2607,2025-04-13,16:57,Sunday,Fit Green,Saudável,Suco Verde,Média,Não,5,44,57.0,10.77,3,44.26,132.78,19.41,4.17,148.02,Dinheiro,Em Transporte,Zona Sul,Sim
542,2025-01-28,20:00,Tuesday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Sim,64,19,39.0,4.97,2,74.92,149.84,4.38,20.4,133.82,Pix,Em Transporte,Zona Sul,Sim
6906,2025-03-14,23:58,Friday,Doce Sabor,Sobremesas,Pudim,Baixa,Não,21,6,42.0,12.68,3,52.83,158.49,0.2,27.0,131.69,Cartão Débito,Cancelado,,Não
6190,2025-05-28,12:53,Wednesday,Churras Grill,Churrasco,Churrasco Premium,Alta,Sim,34,44,73.0,9.34,3,58.4,175.2,0.28,7.02,168.46,Dinheiro,Em Transporte,Zona Oeste,Não
2053,2025-01-23,09:23,Thursday,Mercado Fácil,Mercado,Arroz,Média,Não,16,45,79.0,3.26,5,24.15,120.75,2.16,25.24,97.67,Cartão Débito,Entregue,Centro,Sim
7956,2025-04-10,23:19,Thursday,Café Aroma,Cafeteria,Café Expresso,Baixa,Não,6,14,28.0,4.96,3,80.59,241.77,1.96,27.65,216.08,Dinheiro,Cancelado,Zona Sul,Sim
234,2025-01-23,23:28,Thursday,Fit Green,Saudável,Sanduíche Natural,Média,Não,15,23,48.0,9.46,1,16.42,16.42,11.14,0.01,27.55,Dinheiro,Em Transporte,Zona Sul,Sim
3151,2025-05-15,17:22,Thursday,Café Aroma,Cafeteria,Torta,Baixa,Não,21,25,57.0,5.09,4,58.78,235.12,9.3,17.43,226.99,Dinheiro,Entregue,,Sim
9017,2025-03-21,15:46,Friday,Doce Sabor,Sobremesas,Açaí,Baixa,Não,11,8,,11.08,5,53.76,268.8,2.29,19.94,251.15,Dinheiro,Entregue,Centro,Sim
4613,2025-02-20,18:55,Thursday,Farmácia Vida,Farmácia,Vitamina C,Baixa,Sim,31,17,45.0,3.25,5,71.4,357.0,4.86,21.94,339.92,Cartão Débito,Cancelado,Centro,Sim
9778,2025-01-05,09:39,Sunday,Churras Grill,Churrasco,Marmita,Alta,Não,13,51,61.0,9.52,5,64.32,321.6,19.97,26.31,315.26,Dinheiro,Cancelado,Zona Norte,Sim
1671,2025-04-15,16:21,Tuesday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Não,9,38,61.0,14.6,3,64.12,192.36,18.35,24.11,186.6,Vale Refeição,Em Transporte,Zona Leste,Sim
2105,2025-06-20,10:33,Friday,Pastel do Centro,Lanches,Caldo Cana,Baixa,Não,15,13,26.0,8.25,2,25.9,51.8,7.84,21.92,37.72,Dinheiro,Entregue,Zona Sul,Sim
7307,2025-04-12,20:20,Saturday,Sushi Express,Japonesa,Hot Roll,Alta,Sim,67,57,123.0,4.15,5,70.77,353.85,7.33,4.83,356.35,Cartão Crédito,Cancelado,Zona Norte,Não
4964,2025-03-12,08:17,Wednesday,Sushi Express,Japonesa,Sushi Combo,Alta,Não,9,69,86.0,14.01,2,28.78,57.56,0.82,9.92,48.46,Cartão Débito,Entregue,Zona Oeste,Sim
8396,2025-02-03,16:29,Monday,Sushi Express,Japonesa,Yakissoba,Alta,Não,11,55,70.0,14.65,2,16.7,33.4,18.98,3.07,49.31,Vale Refeição,Em Transporte,Centro,Não
6539,2025-01-13,11:42,Monday,Doce Sabor,Sobremesas,Pudim,Baixa,Sim,42,12,49.0,14.23,3,45.93,137.79,6.59,24.15,120.23,Cartão Débito,Entregue,Centro,Sim
197,2025-02-27,13:24,Thursday,Café Aroma,Cafeteria,Café Expresso,Baixa,Sim,49,14,28.0,14.51,2,67.76,135.52,18.97,11.75,142.74,Pix,Entregue,Zona Oeste,Não
4515,2025-03-27,20:39,Thursday,Mercado Fácil,Mercado,Arroz,Média,Sim,63,27,66.0,3.28,2,23.37,46.74,1.45,24.28,23.91,Pix,Em Transporte,Centro,Não
4099,2025-03-22,21:35,Saturday,Café Aroma,Cafeteria,Torta,Baixa,Sim,36,23,38.0,2.8,5,54.68,273.4,15.63,2.43,286.6,Dinheiro,Cancelado,Zona Oeste,Não
9228,2025-04-12,08:02,Saturday,Burger House,Hamburgueria,Batata Frita,Média,Não,15,44,61.0,1.04,3,87.24,261.72,19.44,28.21,252.95,Cartão Débito,Cancelado,,Sim
8159,2025-03-21,10:10,Friday,Café Aroma,Cafeteria,Café Expresso,Baixa,Não,22,24,45.0,14.25,4,41.48,165.92,2.95,20.93,147.94,pix ,Cancelado,Zona Sul,Não
941,2025-01-30,11:16,Thursday,Pizza Mania,Pizzaria,Lasanha,Alta,Sim,79,56,124.0,12.78,1,22.97,22.97,16.01,6.95,32.03,Dinheiro,Em Transporte,Centro,Sim
4645,2025-03-05,18:26,Wednesday,Fit Green,Saudável,Wrap Frango,Média,Sim,36,22,51.0,7.27,3,23.75,71.25,9.81,9.83,71.23,Dinheiro,Entregue,Zona Norte,Sim
2828,2025-06-27,22:53,Friday,Sushi Express,Japonesa,Hot Roll,Alta,Não,23,37,67.0,5.46,1,78.48,78.48,1.3,29.78,50.0,Vale Refeição,Cancelado,Centro,Sim
3485,2025-06-11,09:26,Wednesday,Doce Sabor,Sobremesas,Brownie,Baixa,Não,10,5,23.0,8.6,4,76.1,304.4,18.21,27.23,295.38,Vale Refeição,Em Transporte,Centro,Sim
3428,2025-06-03,22:40,Tuesday,Mercado Fácil,Mercado,Arroz,Média,Não,10,22,34.0,12.74,1,33.97,33.97,12.27,13.26,32.98,Dinheiro,Em Transporte,Zona Oeste,Sim
739,2025-03-07,20:02,Friday,Sushi Express,Japonesa,Yakissoba,Alta,Sim,72,40,105.0,11.51,5,88.77,443.85,14.96,15.89,442.92,Vale Refeição,Em Transporte,Zona Leste,Sim
6014,2025-04-14,13:27,Monday,Café Aroma,Cafeteria,Torta,Baixa,Sim,48,22,50.0,10.93,4,24.36,97.44,2.09,6.24,93.29,Dinheiro,Cancelado,Zona Leste,Sim
4384,2025-05-20,22:58,Tuesday,Burger House,Hamburgueria,Combo Burger,Média,Não,10,31,71.0,8.42,3,11.82,35.46,14.69,16.17,33.98,Pix,Cancelado,Zona Oeste,Sim
3761,2025-03-24,19:47,Monday,Mercado Fácil,Mercado,Feijão,Média,Sim,46,33,66.0,6.66,2,18.33,36.66,17.69,9.02,45.33,Pix,Entregue,Zona Oeste,Sim
7345,2025-02-05,23:09,Wednesday,Farmácia Vida,Farmácia,Vitamina C,Baixa,Não,17,20,30.0,1.08,1,86.33,86.33,10.22,16.92,79.63,Pix,Entregue,Zona Leste,Sim
2199,2025-02-13,17:52,Thursday,Mercado Fácil,Mercado,Macarrão,Média,Não,13,33,65.0,4.3,2,20.34,40.68,6.73,12.24,35.17,Cartão Crédito,Em Transporte,Zona Sul,Sim
174,2025-03-22,12:15,Saturday,Mercado Fácil,Mercado,Macarrão,Média,Sim,47,40,52.0,12.87,2,53.38,106.76,12.15,23.37,95.54,Cartão Débito,Entregue,Zona Oeste,Sim
10000,2025-03-22,19:26,Saturday,Fit Green,Saudável,Salada,Média,Sim,72,42,75.0,5.16,3,54.46,163.38,10.95,1.49,172.84,Cartão Débito,Entregue,Zona Sul,Sim
8744,2025-05-01,16:35,Thursday,Burger House,Hamburgueria,X-Burger,Média,Não,18,25,55.0,1.4,1,35.26,35.26,13.41,12.96,35.71,Cartão Débito,Entregue,Zona Norte,Não
8123,2025-03-13,13:39,Thursday,Sushi Express,Japonesa,Yakissoba,Alta,Sim,47,58,98.0,11.44,4,22.61,90.44,11.98,14.07,88.35,Cartão Crédito,Em Transporte,Centro,Não
8495,2025-01-28,16:07,Tuesday,Churras Grill,Churrasco,Costela,Alta,Não,6,51,91.0,2.97,1,63.93,63.93,7.65,3.96,67.62,Pix,Cancelado,Zona Norte,Não
8618,2025-04-12,12:12,Saturday,Pizza Mania,Pizzaria,Pizza Calabresa,Alta,Sim,44,68,99.0,6.9,2,66.26,132.52,16.45,24.99,123.98,Dinheiro,Cancelado,Centro,Não
4118,2025-04-27,17:26,Sunday,Sushi Express,Japonesa,Yakissoba,Alta,Não,24,52,84.0,5.13,5,23.03,115.15,16.07,14.03,117.19,Vale Refeição,Em Transporte,Zona Oeste,Sim
4520,2025-03-09,21:59,Sunday,Pizza Mania,Pizzaria,Pizza Calabresa,Alta,Sim,76,58,107.0,3.95,3,12.54,37.62,7.12,7.54,37.2,Cartão Crédito,Em Transporte,Centro,Sim
653,2025-04-30,22:17,Wednesday,Mercado Fácil,Mercado,Feijão,Média,Não,5,25,46.0,1.88,5,78.18,390.9,6.98,21.19,376.69,Cartão Crédito,Cancelado,Zona Oeste,Sim
2130,2025-01-06,17:53,Monday,Pizza Mania,Pizzaria,Pizza Calabresa,Alta,Não,17,35,47.0,11.43,1,59.58,59.58,2.44,10.09,51.93,Dinheiro,Cancelado,Zona Norte,Sim
2285,2025-05-05,19:48,Monday,Churras Grill,Churrasco,Churrasco Premium,Alta,Sim,32,42,80.0,6.93,3,38.81,116.43,14.97,18.48,112.92,Cartão Crédito,Em Transporte,Zona Sul,Não
3615,2025-01-27,23:20,Monday,Mercado Fácil,Mercado,Feijão,Média,Não,9,37,59.0,9.97,1,73.26,73.26,3.17,29.98,46.45,Pix,Entregue,Zona Norte,Não
1756,2025-03-15,13:25,Saturday,Pastel do Centro,Lanches,Pastel Queijo,Baixa,Sim,54,9,23.0,1.74,3,29.46,88.38,0.66,12.38,76.66,Pix,Em Transporte,,Sim
3957,2025-02-17,15:09,Monday,Farmácia Vida,Farmácia,Vitamina C,Baixa,Não,24,25,53.0,14.46,3,62.71,188.13,19.8,8.88,199.05,Dinheiro,Cancelado,Zona Norte,Sim
772,2025-02-11,21:17,Tuesday,Doce Sabor,Sobremesas,Pudim,Baixa,Sim,44,11,45.0,1.36,3,10.24,30.72,18.89,3.69,45.92,,Cancelado,Centro,Não
577,2025-05-17,11:00,Saturday,Doce Sabor,Sobremesas,Açaí,Baixa,Sim,71,16,46.0,2.87,5,87.72,438.6,18.93,26.52,431.01,pix ,Cancelado,Zona Sul,Sim
7432,2025-01-16,09:20,Thursday,Doce Sabor,Sobremesas,Açaí,Baixa,Não,5,18,45.0,3.58,2,40.31,80.62,4.72,18.22,67.12,Vale Refeição,Em Transporte,Zona Leste,Sim
2711,2025-03-15,22:24,Saturday,Pizza Mania,Pizzaria,Pizza Calabresa,Alta,Não,10,36,60.0,5.37,2,28.94,57.88,17.72,22.5,53.1,Cartão Débito,Cancelado,Zona Sul,Sim
3280,2025-04-18,15:15,Friday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,13,58,68.0,4.0,1,29.18,29.18,1.79,2.6,28.37,Vale Refeição,Cancelado,Zona Leste,Sim
9773,2025-03-15,21:46,Saturday,Fit Green,Saudável,Suco Verde,Média,Sim,34,45,59.0,9.97,4,54.08,216.32,1.79,9.56,208.55,Cartão Crédito,Entregue,Centro,Sim
7538,2025-02-02,10:48,Sunday,Churras Grill,Churrasco,Churrasco Premium,Alta,Não,14,38,55.0,5.68,5,60.47,302.35,1.47,14.27,289.55,Cartão Débito,Cancelado,Zona Oeste,Sim
7754,2025-03-31,22:37,Monday,Burger House,Hamburgueria,Combo Burger,Média,Não,8,45,60.0,11.61,2,80.44,160.88,13.67,22.93,151.62,Vale Refeição,Entregue,Zona Sul,Sim
6614,2025-01-05,12:18,Sunday,Café Aroma,Cafeteria,Café Expresso,Baixa,Sim,43,8,27.0,6.53,5,14.6,73.0,6.65,19.22,60.43,Cartão Débito,Entregue,Centro,Sim
6068,2025-05-30,18:14,Friday,Café Aroma,Cafeteria,Café Expresso,Baixa,Sim,76,14,44.0,3.41,1,12.48,12.48,6.1,1.61,16.97,Pix,Em Transporte,Centro,Não
3259,2025-04-26,08:10,Saturday,Sushi Express,Japonesa,Hot Roll,Alta,Não,25,61,92.0,2.32,4,17.89,71.56,1.41,25.7,47.27,Dinheiro,Cancelado,Centro,Sim
6797,2025-01-06,22:06,Monday,Sushi Express,Japonesa,Hot Roll,Alta,Não,13,39,,13.1,5,20.27,101.35,10.67,19.74,92.28,Cartão Crédito,Em Transporte,Centro,Não
1153,2025-05-31,11:17,Saturday,Doce Sabor,Sobremesas,Pudim,Baixa,Sim,41,17,30.0,12.1,3,12.32,36.96,5.3,16.33,25.93,Cartão Crédito,Cancelado,Centro,Sim
7119,2025-03-20,16:22,Thursday,Mercado Fácil,Mercado,Leite,Média,Não,16,26,50.0,9.54,2,15.39,30.78,2.63,28.35,5.06,Pix,Entregue,Zona Oeste,Sim
1504,2025-05-30,16:33,Friday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,21,57,80.0,1.43,4,57.57,230.28,19.64,17.94,231.98,Pix,Em Transporte,Zona Sul,Não
3816,2025-05-22,11:38,Thursday,Churras Grill,Churrasco,Costela,Alta,Sim,61,52,115.0,12.07,3,42.14,126.42,10.94,4.69,132.67,Vale Refeição,Cancelado,Zona Norte,Sim
7480,2025-03-11,15:15,Tuesday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Não,24,52,86.0,14.75,4,83.75,335.0,19.23,25.25,328.98,Dinheiro,Em Transporte,Zona Oeste,Não
4036,2025-04-01,23:59,Tuesday,Churras Grill,Churrasco,Churrasco Premium,Alta,Não,8,69,96.0,10.71,4,75.48,301.92,13.71,1.56,314.07,Cartão Débito,Cancelado,Zona Oeste,Sim
5950,2025-03-13,13:04,Thursday,Sushi Express,Japonesa,Sushi Combo,Alta,Sim,56,59,112.0,12.12,4,435.5,1742.0,12.59,1.71,1752.88,Dinheiro,Entregue,Zona Leste,Não
1344,2025-05-19,13:49,Monday,Churras Grill,Churrasco,Marmita,Alta,Sim,50,62,94.0,2.75,4,19.07,76.28,0.36,15.24,61.4,Dinheiro,Entregue,Zona Sul,Sim
6131,2025-06-05,12:14,Thursday,Sushi Express,Japonesa,Hot Roll,Alta,Sim,79,46,128.0,13.15,4,48.06,192.24,19.89,4.85,207.28,Cartão Crédito,Entregue,Zona Norte,Não
4687,2025-06-02,19:14,Monday,Doce Sabor,Sobremesas,Brownie,Baixa,Sim,40,8,35.0,4.48,5,79.67,398.35,17.44,29.88,385.91,Cartão Débito,Em Transporte,Zona Oeste,Não
8622,2025-05-13,16:27,Tuesday,Mercado Fácil,Mercado,Feijão,Média,Não,20,36,63.0,12.2,4,82.24,328.96,8.87,23.32,314.51,Vale Refeição,Cancelado,Zona Sul,Não
9888,2025-06-04,22:15,Wednesday,Farmácia Vida,Farmácia,Sabonete,Baixa,Não,6,15,40.0,10.62,5,37.06,185.3,14.92,25.05,175.17,Cartão Débito,Cancelado,Zona Norte,Sim
6674,2025-06-05,21:26,Thursday,Churras Grill,Churrasco,Espetinho,Alta,Sim,64,54,110.0,14.88,5,83.11,415.55,15.33,24.59,406.29,Vale Refeição,Entregue,Centro,Sim
